,B_memory,B_naive,DC_cell,HCC_cell_lines,M1_IFNg,M1_IFNg_TNF,M1_LPS,M2_IL4_Dex,M2a,M2c,naive_CD4_T,naive_CD8_T,NK_cell,Th1,Th2,Treg,memory_CD8_Tcell
GSM972736,0.0,0.01847541032206795,0.0965998072237966,0.04190264647817678,0.0,0.010270736195112564,0.0,0.015083179084572438,0.04246510967684807,0.0,0.30418161316407655,0.2166667049215214,0.09357058680736986,0.0,0.0,0.05001689858637058,0.11076730754008712
